Suggestions for improvement,cluster
"Không có chính sách Hyrbrid hay Remote
Công ty khá rườm rà về quy trình thủ tục, cũng như giờ giấc nghiêm ngặt
Thiếu sự challenge trong công việc
Môi trường làm việc khá nghiêm túc, nên hơi chán
Dự án chưa có gì đặc sắc, công nghệ hơi đặc thù",0
"- Thời gian làm việc không linh hoạt, phải đi làm đúng giờ
- Quy trình khá phực tạp, và mất nhiều thời gian cho process
- Hơi thiếu challenge trong các project hiện tại
- Không khi làm việc hơi nghiêm túc
- Cơ hội sử dụng tiếng anh chưa nhiều",0
"- Chỉ có 12 ngày phép/năm,
- Môi trường công ty Nhật nên quy định khá nghiêm ngặt về thời gian, nơi làm việc
- Chưa có chính sách Hybrid hay Remote Working
- Quy trình làm việc khá phức, mất khá nhiều thời gian",0
"Because the company has 3 floors, it is quite inconvenient to move around when receiving requests from other teams. The air conditioner temperature is unstable, sometimes hot, sometimes cold. In addition, an inconvenient point is having to park the vehicle outside, because the building does not have enough space for scooters",3
"- Chỗ gửi xe hơi bất tiện nhưng cũng được công ty hỗ trợ chi phí hàng tháng
- Cần có kho ăn vặt nho nhỏ cho anh em.",2
"Có 2 buổi WFH thì sẽ tốt hơn, mọi người sẽ tiết kiệm được thời gian di chuyển.",2
No career path to grow into leader since the leader has existed already (in my team) - Need to wait to promote.,3
Công ty nên cải thiện về vấn đề chỗ gửi xe cho nhân viên :D,2
Sẽ tốt hơn khi công ty cung cấp dịch vụ ăn trưa và có chỗ để xe gần hơn,2
One suggestion for improvement could be to enhance communication between teams. Regular cross-team meetings could help share insights and foster collaboration.,3
"Ước được ngủ trưa thêm 15 phút :))) tại giờ ăn trưa với nghỉ ngơi có 1h nên không có đủ, nếu ngủ thêm xíu nữa thì chiều làm việc sẽ ổn hơn.",2
có thể cân nhắc thêm một vài buổi hoạt động ngoại khóa hoặc team-building hàng quý để tăng cường tinh thần gắn kết trong công ty.,1
"Duy trì tinh thần như hiện tại, nếu trong tương lai cần cải thiện sẽ review lại.",1
Create additional channels for recognizing and rewarding employees for their contributions. Small gestures like monthly recognition awards or peer-nominated shout-outs can boost morale.,3
It would be beneficial to introduce English classes and expand employee training programs.,3
"Introduce more team-building activities and company-wide events to strengthen inter-department connections.
Organizing workshops, hackathons, or social gatherings could enhance team bonding and make the work culture even more engaging.",3
Parking lot :(( we have to take some times to do it,3
"Should invest in organizing tournaments for clubs
The seats are not very comfortable even though the price is quite high",3
"Implement regular feedback sessions to enhance communication, collaboration and align team goals and individual goals more effectively.",1
"Improving inter-team cohesion is necessary, as currently, members only really know the team involved in their specific project.",3
The meeting room does not meet the needs of the employees.,3
"Uớc gì có nhiều ngày làm việc từ xa hơn.
Còn lại không có ý kiến",1
Bãi giữ xe trong tòa nhà giá cao nên phải gửi bên ngoài đi lại mất thời gian và ngày mưa thì rất bất tiện,2
"Có một số team ra vào rất nhiều, một số team không phù hợp để gắn bó lâu dài",0
"Team Oceansmart cảm giác vẫn không ổn lắm. Cách quản lý rất micromanage và không cho employer cảm giác được tôn trọng. Nó giống ra lệnh hơn, đi ngược lại với tôn chỉ của công ty.",1
"Thời gian làm việc nên linh hoạt hơn, nên có nhiều happy hour hơn",2
"- được gửi xe ngay dưới toà nhà thì càng tốt, nắng mưa đỡ di chuyển
- nên có khu vực cho nhân viên nghỉ ngơi buổi trưa, nằm ghế không thoải mái cổ lắm
- dạo này các hoạt động gắn kết của công ty khá ít và không còn vui như hồi trước",2
"Thời gian làm việc nên linh hoạt hơn, nhiều hđ gather ăn uống hơn",0
"Nên có thêm không gian ăn chơi dành cho anh em, mình thấy các hoạt động của công ty dường như không đủ chỗ cho mọi người",2
"- Các hoạt động ăn chơi của công ty gần đây không thực sự thú vị như trước, mình kì vọng sẽ được gắn kết với mọi người trong team và giữa các lầu với nhau hơn.",1
"Nên có nhiều hoạt động happ hour để mn được gather ăn uống chung, dạo này nhiều hoạt động tách ra k mang nhiều tính gắn kết nữa.",2
"Một số policy hơi khác với thị trường, bạn sẽ cần làm quen và cần thời gian để hiểu",0
"Thời gian làm việc nên linh hoạt hơn.
Nên linh động hơn trong việc ""check in"" cho nhân viên",0
"- Thêm nhiều hoạt động gắn kết mọi người
- Nếu có thể gửi xe ở toà nhà thì rất tốt",2
"- Các hoạt động gắn kết nhân viên chưa có nhìu, hy vọng được giao lưu nhìu hơn với các anh em team khác
- Máy lạnh lúc lạnh lúc nóng hơi thất thường",2
I have no ideal for that. I think it's almost pecfect,3
"Công ty ở tầng hơi cao nên đợi thang máy nhiều khi cũng mệt, mà còn phải check in đủ 40 tiếng 1 tuần, mặc dù flexible nhưng nếu có thể giảm thời gian commit xuống thì sẽ dễ chịu hơn",0
"Nên áp dụng hybrid nhanh chóng, HR bảo là có đang planning mà chưa thấy thông báo gì, thời gian làm việc cần đủ 40h, nếu như nới lỏng ra thì dễ thở hơn vì tính chất công việc của dev cũng đâu cần commit nhiều vậy",1
"- Cũng không thấy điều gì cần cải thiện.
- Chung chung thì duy trì sự tốt đẹp như hiện tại là ổn rồi.",1
"All are good in my belief.
All benefits are reasonable.",3
"Tổ chức thêm nhiều hoạt động để mn có thể gắn kết với nhau, tổ chức các workshop cho mọi người học hỏi thêm, có thêm snack, mì gói và redbull cho mọi người",1
Không được gửi xe ở tầng hầm toà nhà. Nhưng công ty có hỗ trợ khoản phí gửi xe ở bãi xe ngoài.,2
"Có thể nào thay luôn giám đốc công ty, quản lý, và leader không vậy.",1
- Buổi trưa mọi người nói chuyện hơi ồn nên cần nhỏ tiếng để người khác nghỉ ngơi,2
Công ty đang phát triển mạnh nên thiếu nhân sự ở 1 số vị trí nên công việc hơi chậm 1 chút,0
"Dù ở quận 3 view đẹp và dễ đi chơi sau giờ làm, tuy nhiên nếu công ty chuyển về Thủ Đức thì gần nhà hơn, dễ di chuyển hơn do đó sẻ đi làm sớm hơn, sẻ yêu công ty nhiều hơn nữa. Nhưng mà thôi ở quận 3 cũng rất tốt vì các điều mình thích ở bên trên.",2
"- Vì ở trung tâm nên chỗ gửi xe của toà nhà hết chỗ, mng gửi xe xung quanh nhà văn hoá thanh niên",2
"- Không có bãi xe riêng, nếu có thể thuê 1 chỗ gửi xe riêng dành cho nhân viên công ty thì ok hơn.",2
"Điều kiện làm việc: quá lạnh, máy lạnh tổng hay bị chỉnh xuống thấp, một số cá nhân k giữ vệ sinh chung
Môi trường, văn hóa, đồng nghiệp: Lúc trước ít người đoàn kết hơn. Có nhiều ""nhân tố mới"" tiêu cực (làm việc k chuyên nghiệp, nói xấu đồng nghiệp)",2
"- Thêm chế độ work hybrid
- HR quan tâm sâu sát tâm lý hơn
- Event đa dạng và chất lượng hơn",1
Công ty vẫn chưa áp dụng hybrid or chưa có plan củ thể nên thành ra đến giờ cũng chưa biết thế nào.,0
Các chính sách về lương thưởng nên thoải mái hơn để thu hút nhiều nhân tài hơn.,1
"Cần nhiều sự kiện để mọi người có thể giao lưu, làm quen hơn nữa",1
"Các phòng họp màu hơi chói, xét về tâm lý thì gây cảm giác căng thẳng cho người ngồi trong.",2
"- Đầu tiên là về chế độ hybrid: đây là một thứ cần phải có trong thời điểm hiện tại. Nghe nói công ty cũng đang chuẩn bị các bước để áp dụng
- Nên có bãi giữ xe chung",2
- Không có điểm gì để có thể góp ý dành cho công ty.,1
- Có nhiều dịp gặp gỡ trò chuyện để mọi người có thể hiểu và biết nhau nhiều hơn.,1
- Cần có nhiều hoạt động để liên kết mọi người hơn,2
"Chế độ làm việc Hybrid.
Tạm thời chưa nghĩ ra thêm.",2
"mọi thứ đều tốt, chưa thấy vấn đề gì để cải thiện....",1
"Công ty chưa đăng ký được bãi đậu xe trong tòa nhà nên phải gửi bên ngoài, vì vậy nên có mức hỗ trợ hợp lý",2
"- Paperwork nên nhanh hơn, đợi chờ khá lâu, mặc dù biết các bạn Admin khá nhiều task nhưng nên cải thiện",0
văn phòng làm việc hơi nhỏ nên không đủ chỗ ngủ trưa cho nhân viên,2
"Để linh động hơn, công ty nên có chính sách nghỉ nữa buổi",0
"Hoạt động tổ chức nên thiết thực hơn với trend hiện tại, :D ước gì đc nghỉ dưỡng nhiều hơn. Ước gì có nhiều hoạt động vui chơi hơn cho mọi người :D",1
"Công ty nên có những thêm những hoạt động văn hoá nhỏ để kết nối nhiều team, cùng chia sẻ thêm với nhau nữa thì hay",1
Nên cân bằng điều hoà giữa các phòng ban =)) còn về tổng quan chưa có điều gì cần cải thiện,1
Nên có thêm các buổi workshop chia sẻ về project giữa các team Tech.,1
add more online technical courses and English. Team building monthly.,3
"Góp ý chân thành:
Cty nên xây dựng môi trường làm việc hybrid vì đây là xu hướng làm việc mà hầu như ai cũng muốn.
Có thể quy định giới hạn số ngày wfh của tháng (ví dụ 5-10 ngày wfh/ tháng)
Lợi ích: vừa đảm bảo working balance, vừa là benefit mà ứng viên sẽ cân nhắc apply….",1
